IndicatorID	IndicatorDesc	Source	Unit	Period	Region	Sex	AgeGroup	YearsOfSchooling	Occupation	Value	FN
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Both	All	0		17.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Both	All	0		12.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Both	All	0		14.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Both	All	0		7.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Both	All	0		8.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Both	All	0		8.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Both	All	0		12.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Both	All	0		15.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Both	All	0		13.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Both	All	0		11.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Both	All	0		9.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Both	All	0		13	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Both	All	0		15.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Both	All	0		14.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Male	All	1-6		17.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Male	All	1-6		33.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Male	All	1-6		40.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Male	All	1-6		31.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Male	All	1-6		34.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Male	All	1-6		28.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Male	All	1-6		30.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Male	All	1-6		26.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Male	All	1-6		33.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Male	All	1-6		30.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Male	All	1-6		28.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Male	All	1-6		22.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Male	All	1-6		23.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Male	All	1-6		22.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Male	All	1-6		29.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Male	All	1-6		27.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Females	All	1-6		3.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Females	All	1-6		4.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Females	All	1-6		7.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Females	All	1-6		5.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Females	All	1-6		6.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Females	All	1-6		7.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Females	All	1-6		9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Females	All	1-6		4.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Females	All	1-6		7.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Females	All	1-6		5.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Females	All	1-6		5.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Females	All	1-6		2.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Females	All	1-6		3.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Females	All	1-6		2.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Females	All	1-6		6.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Females	All	1-6		9.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Both	All	1-6		16.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Both	All	1-6		30.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Both	All	1-6		37.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Both	All	1-6		28.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Both	All	1-6		31	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Both	All	1-6		26	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Both	All	1-6		27.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Both	All	1-6		22.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Both	All	1-6		29.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Both	All	1-6		26.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Both	All	1-6		25.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Both	All	1-6		19.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Both	All	1-6		20.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Both	All	1-6		19.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Both	All	1-6		25.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Both	All	1-6		25	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Male	All	7-9		16.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Male	All	7-9		31.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Male	All	7-9		39	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Male	All	7-9		30.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Male	All	7-9		31.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Male	All	7-9		26.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Male	All	7-9		27.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Male	All	7-9		24.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Male	All	7-9		30.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Male	All	7-9		26.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Male	All	7-9		26.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Male	All	7-9		21.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Male	All	7-9		23.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Male	All	7-9		23	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Male	All	7-9		25.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Male	All	7-9		24.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Females	All	7-9		7.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Females	All	7-9		8.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Females	All	7-9		13.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Females	All	7-9		9.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Females	All	7-9		11	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Females	All	7-9		11.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Females	All	7-9		8.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Females	All	7-9		6.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Females	All	7-9		7.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Females	All	7-9		8.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Females	All	7-9		7.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Females	All	7-9		8.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Females	All	7-9		7.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Females	All	7-9		6.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Females	All	7-9		11.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Females	All	7-9		16.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Both	All	7-9		15.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Both	All	7-9		29.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Both	All	7-9		37.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Both	All	7-9		29	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Both	All	7-9		29.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Both	All	7-9		25	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Both	All	7-9		25.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Both	All	7-9		22.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Both	All	7-9		28.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Both	All	7-9		25.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Both	All	7-9		24.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Both	All	7-9		20.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Both	All	7-9		21.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Both	All	7-9		21.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Both	All	7-9		24.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Both	All	7-9		23.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Male	All	10-12		15	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Male	All	10-12		28.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Male	All	10-12		35	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Male	All	10-12		28.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Male	All	10-12		29.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Male	All	10-12		24.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Male	All	10-12		25.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Male	All	10-12		24.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Male	All	10-12		28	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Male	All	10-12		25.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Male	All	10-12		24	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Male	All	10-12		19.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Male	All	10-12		21.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Male	All	10-12		21.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Male	All	10-12		24.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Male	All	10-12		23.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Females	All	10-12		7.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Females	All	10-12		7.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Females	All	10-12		18.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Females	All	10-12		14.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Females	All	10-12		12.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Females	All	10-12		17.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Females	All	10-12		13.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Females	All	10-12		9.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Females	All	10-12		13.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Females	All	10-12		15.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Females	All	10-12		13.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Females	All	10-12		14.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Females	All	10-12		16.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Females	All	10-12		14.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Females	All	10-12		18.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Females	All	10-12		25.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Both	All	10-12		14.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Both	All	10-12		27.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Both	All	10-12		33.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Both	All	10-12		26.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Both	All	10-12		27.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Both	All	10-12		23.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Both	All	10-12		24.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Both	All	10-12		22.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Both	All	10-12		26.6	
